,State,District,Crop,Area (Hectare),TotalDistrictArea,TopTwoCropArea,TopTwoCropAreaPercent
420,Rajasthan, BARMER,Guar seed,409097.0,1727222.0,1364126.0,0.7897803524966681
421,Rajasthan, BHARATPUR,Bajra,122028.0,188865.0,176960.0,0.9369655574087311
422,Rajasthan, BHARATPUR,Jowar,54932.0,188865.0,176960.0,0.9369655574087311
423,Rajasthan, BHILWARA,Maize,202328.0,365177.0,256564.0,0.7025743680461803
424,Rajasthan, BHILWARA,Jowar,54236.0,365177.0,256564.0,0.7025743680461803
425,Rajasthan, BIKANER,Guar seed,876113.0,1553699.0,1201104.0,0.7730609339389418
426,Rajasthan, BIKANER,Moth,324991.0,1553699.0,1201104.0,0.7730609339389418
427,Rajasthan, BUNDI,Soyabean,55169.0,184712.0,103781.0,0.5618530469054528
428,Rajasthan, BUNDI,Maize,48612.0,184712.0,103781.0,0.5618530469054528
429,Rajasthan, CHITTORGARH,Maize,180256.0,262398.0,216571.0,0.8253530895814755
430,Rajasthan, CHITTORGARH,Soyabean,36315.0,262398.0,216571.0,0.8253530895814755
431,Rajasthan, CHURU,Moth,422419.0,1138156.0,825324.0,0.7251413690214699
432,Rajasthan, CHURU,Bajra,402905.0,1138156.0,825324.0,0.7251413690214699
433,Rajasthan, DAUSA,Bajra,140584.0,184941.0,157006.0,0.8489518278802429
434,Rajasthan, DAUSA,Groundnut,16422.0,184941.0,157006.0,0.8489518278802429
435,Rajasthan, DHOLPUR,Bajra,86253.0,97926.0,91472.0,0.9340930907011417
436,Rajasthan, DHOLPUR,Potato,5219.0,97926.0,91472.0,0.9340930907011417
437,Rajasthan, DUNGARPUR,Maize,89065.0,129722.0,102792.0,0.7924022139652488
438,Rajasthan, DUNGARPUR,Rice,13727.0,129722.0,102792.0,0.7924022139652488
439,Rajasthan, GANGANAGAR,Guar seed,182192.0,276178.0,234262.0,0.8482283165205049
440,Rajasthan, GANGANAGAR,Moong(Green Gram),52070.0,276178.0,234262.0,0.8482283165205049
441,Rajasthan, HANUMANGARH,Guar seed,291344.0,549903.0,391538.0,0.7120128459019136
442,Rajasthan, HANUMANGARH,Moth,100194.0,549903.0,391538.0,0.7120128459019136
443,Rajasthan, JAIPUR,Bajra,330657.0,575285.0,411353.0,0.7150421095630861
444,Rajasthan, JAIPUR,Moong(Green Gram),80696.0,575285.0,411353.0,0.7150421095630861
445,Rajasthan, JAISALMER,Guar seed,424326.0,645361.0,615531.0,0.953777808079509
446,Rajasthan, JAISALMER,Bajra,191205.0,645361.0,615531.0,0.953777808079509
447,Rajasthan, JALORE,Bajra,366636.0,639354.0,457020.0,0.7148152666597847
448,Rajasthan, JALORE,Moong(Green Gram),90384.0,639354.0,457020.0,0.7148152666597847
449,Rajasthan, JHALAWAR,Soyabean,240086.0,307053.0,280670.0,0.9140767229110284
450,Rajasthan, JHALAWAR,Maize,40584.0,307053.0,280670.0,0.9140767229110284
451,Rajasthan, JHUNJHUNU,Bajra,286095.0,398805.0,340890.0,0.8547786512205213
452,Rajasthan, JHUNJHUNU,Guar seed,54795.0,398805.0,340890.0,0.8547786512205213
453,Rajasthan, JODHPUR,Bajra,635173.0,1221351.0,824337.0,0.6749386539987277
454,Rajasthan, JODHPUR,Moth,189164.0,1221351.0,824337.0,0.6749386539987277
455,Rajasthan, KARAULI,Bajra,133500.0,156879.0,151223.0,0.96394673601948
456,Rajasthan, KARAULI,Sesamum,17723.0,156879.0,151223.0,0.96394673601948
457,Rajasthan, KOTA,Soyabean,112195.0,208228.0,165888.0,0.7966651939220469
458,Rajasthan, KOTA,Sesamum,53693.0,208228.0,165888.0,0.7966651939220469
459,Rajasthan, NAGAUR,Bajra,517838.0,1201708.0,804137.0,0.6691617264759825
460,Rajasthan, NAGAUR,Moong(Green Gram),286299.0,1201708.0,804137.0,0.6691617264759825
461,Rajasthan, PALI,Jowar,135797.0,515241.0,243332.0,0.47226831715643747
462,Rajasthan, PALI,Moong(Green Gram),107535.0,515241.0,243332.0,0.47226831715643747
463,Rajasthan, PRATAPGARH,Soyabean,101124.0,167124.0,158279.0,0.9470752255810058
464,Rajasthan, PRATAPGARH,Maize,57155.0,167124.0,158279.0,0.9470752255810058
465,Rajasthan, RAJSAMAND,Maize,63620.0,83330.0,71930.0,0.8631945277811113
466,Rajasthan, RAJSAMAND,Jowar,8310.0,83330.0,71930.0,0.8631945277811113
467,Rajasthan, SAWAI MADHOPUR,Bajra,89235.0,135109.0,121758.0,0.9011834888867507
468,Rajasthan, SAWAI MADHOPUR,Sesamum,32523.0,135109.0,121758.0,0.9011834888867507
469,Rajasthan, SIKAR,Bajra,328946.0,497336.0,392689.0,0.7895849083919121
470,Rajasthan, SIKAR,Guar seed,63743.0,497336.0,392689.0,0.7895849083919121
471,Rajasthan, SIROHI,Castor seed,32879.0,135187.0,61827.0,0.4573442712686871
472,Rajasthan, SIROHI,Maize,28948.0,135187.0,61827.0,0.4573442712686871
473,Rajasthan, TONK,Jowar,81399.0,272631.0,152466.0,0.5592394115122639
474,Rajasthan, TONK,Bajra,71067.0,272631.0,152466.0,0.5592394115122639
475,Rajasthan, UDAIPUR,Maize,179380.0,223523.0,191268.0,0.855697176576907
476,Rajasthan, UDAIPUR,Guar seed,11888.0,223523.0,191268.0,0.855697176576907
477,Uttar Pradesh, AGRA,Bajra,121219.0,129840.0,125561.0,0.9670440542205792
478,Uttar Pradesh, AGRA,Rice,4342.0,129840.0,125561.0,0.9670440542205792
479,Uttar Pradesh, ALIGARH,Bajra,92970.0,202360.0,157455.0,0.7780934967384858
480,Uttar Pradesh, ALIGARH,Rice,64485.0,202360.0,157455.0,0.7780934967384858
481,Uttar Pradesh, ALLAHABAD,Rice,141316.0,189392.0,165931.0,0.8761246515164315
482,Uttar Pradesh, ALLAHABAD,Bajra,24615.0,189392.0,165931.0,0.8761246515164315
483,Uttar Pradesh, AMBEDKAR NAGAR,Rice,113002.0,128082.0,124124.0,0.9690979216439468
484,Uttar Pradesh, AMBEDKAR NAGAR,Sugarcane,11122.0,128082.0,124124.0,0.9690979216439468
485,Uttar Pradesh, AMETHI,Rice,113314.0,124975.0,119469.0,0.9559431886377275
486,Uttar Pradesh, AMETHI,Urad,6155.0,124975.0,119469.0,0.9559431886377275
487,Uttar Pradesh, AMROHA,Sugarcane,73251.0,107777.0,97606.0,0.9056292158809394
488,Uttar Pradesh, AMROHA,Rice,24355.0,107777.0,97606.0,0.9056292158809394
489,Uttar Pradesh, AURAIYA,Rice,37124.0,89378.0,72406.0,0.8101098704379154
490,Uttar Pradesh, AURAIYA,Bajra,35282.0,89378.0,72406.0,0.8101098704379154
491,Uttar Pradesh, AZAMGARH,Rice,203577.0,238823.0,222781.0,0.9328289151379893
492,Uttar Pradesh, AZAMGARH,Sugarcane,19204.0,238823.0,222781.0,0.9328289151379893
493,Uttar Pradesh, BAGHPAT,Sugarcane,72926.0,79522.0,77501.0,0.9745856492542944
494,Uttar Pradesh, BAGHPAT,Rice,4575.0,79522.0,77501.0,0.9745856492542944
495,Uttar Pradesh, BAHRAICH,Rice,159111.0,266910.0,237879.0,0.8912329998876025
496,Uttar Pradesh, BAHRAICH,Maize,78768.0,266910.0,237879.0,0.8912329998876025
497,Uttar Pradesh, BALLIA,Rice,108568.0,151816.0,136181.0,0.8970134900142277
498,Uttar Pradesh, BALLIA,Maize,27613.0,151816.0,136181.0,0.8970134900142277
499,Uttar Pradesh, BALRAMPUR,Rice,105641.0,175118.0,157913.0,0.9017519615345082
500,Uttar Pradesh, BALRAMPUR,Sugarcane,52272.0,175118.0,157913.0,0.9017519615345082
501,Uttar Pradesh, BANDA,Rice,47536.0,127181.0,76093.0,0.5983047782294525
502,Uttar Pradesh, BANDA,Jowar,28557.0,127181.0,76093.0,0.5983047782294525
503,Uttar Pradesh, BARABANKI,Rice,176864.0,205621.0,185919.0,0.9041829385130896
504,Uttar Pradesh, BARABANKI,Urad,9055.0,205621.0,185919.0,0.9041829385130896
505,Uttar Pradesh, BAREILLY,Rice,163015.0,254859.0,238041.0,0.9340105705507752
506,Uttar Pradesh, BAREILLY,Sugarcane,75026.0,254859.0,238041.0,0.9340105705507752
507,Uttar Pradesh, BASTI,Rice,102314.0,143774.0,135810.0,0.9446075090071918
508,Uttar Pradesh, BASTI,Sugarcane,33496.0,143774.0,135810.0,0.9446075090071918
509,Uttar Pradesh, BIJNOR,Sugarcane,224907.0,284018.0,280723.0,0.9883986226225099
510,Uttar Pradesh, BIJNOR,Rice,55816.0,284018.0,280723.0,0.9883986226225099
511,Uttar Pradesh, BUDAUN,Bajra,146570.0,299152.0,230881.0,0.7717849120179708
512,Uttar Pradesh, BUDAUN,Rice,84311.0,299152.0,230881.0,0.7717849120179708
513,Uttar Pradesh, BULANDSHAHR,Rice,74827.0,200409.0,127405.0,0.6357249424926026
514,Uttar Pradesh, BULANDSHAHR,Sugarcane,52578.0,200409.0,127405.0,0.6357249424926026
515,Uttar Pradesh, CHANDAULI,Rice,98325.0,108070.0,103431.0,0.9570741186268159
516,Uttar Pradesh, CHANDAULI,Bajra,5106.0,108070.0,103431.0,0.9570741186268159
517,Uttar Pradesh, CHITRAKOOT,Arhar/Tur,15970.0,58595.0,31554.0,0.538510111784282
518,Uttar Pradesh, CHITRAKOOT,Jowar,15584.0,58595.0,31554.0,0.538510111784282
519,Uttar Pradesh, DEORIA,Rice,128344.0,151267.0,138500.0,0.9155995689740657
520,Uttar Pradesh, DEORIA,Sugarcane,10156.0,151267.0,138500.0,0.9155995689740657
521,Uttar Pradesh, ETAH,Bajra,40510.0,88111.0,62333.0,0.7074372098829885
522,Uttar Pradesh, ETAH,Rice,21823.0,88111.0,62333.0,0.7074372098829885
523,Uttar Pradesh, ETAWAH,Rice,43727.0,91309.0,79754.0,0.8734516860331402
524,Uttar Pradesh, ETAWAH,Bajra,36027.0,91309.0,79754.0,0.8734516860331402
525,Uttar Pradesh, FAIZABAD,Rice,97099.0,124523.0,116648.0,0.9367586710888751
526,Uttar Pradesh, FAIZABAD,Sugarcane,19549.0,124523.0,116648.0,0.9367586710888751
527,Uttar Pradesh, FARRUKHABAD,Maize,33695.0,68590.0,48658.0,0.7094037031637265
528,Uttar Pradesh, FARRUKHABAD,Rice,14963.0,68590.0,48658.0,0.7094037031637265
529,Uttar Pradesh, FATEHPUR,Rice,63527.0,131023.0,85030.0,0.6489700281629943
530,Uttar Pradesh, FATEHPUR,Arhar/Tur,21503.0,131023.0,85030.0,0.6489700281629943
531,Uttar Pradesh, FIROZABAD,Bajra,67199.0,97823.0,87118.0,0.8905676579127608
532,Uttar Pradesh, FIROZABAD,Rice,19919.0,97823.0,87118.0,0.8905676579127608
533,Uttar Pradesh, GAUTAM BUDDHA NAGAR,Rice,23459.0,30181.0,25803.0,0.8549418508333058
534,Uttar Pradesh, GAUTAM BUDDHA NAGAR,Bajra,2344.0,30181.0,25803.0,0.8549418508333058
535,Uttar Pradesh, GHAZIABAD,Sugarcane,56546.0,91692.0,86648.0,0.944989748287746
536,Uttar Pradesh, GHAZIABAD,Rice,30102.0,91692.0,86648.0,0.944989748287746
537,Uttar Pradesh, GHAZIPUR,Rice,149321.0,182733.0,164654.0,0.9010633000060198
538,Uttar Pradesh, GHAZIPUR,Bajra,15333.0,182733.0,164654.0,0.9010633000060198
539,Uttar Pradesh, GONDA,Rice,117388.0,244723.0,187425.0,0.7658658973615067
540,Uttar Pradesh, GONDA,Sugarcane,70037.0,244723.0,187425.0,0.7658658973615067
541,Uttar Pradesh, GORAKHPUR,Rice,153977.0,168623.0,158943.0,0.9425938335814212
542,Uttar Pradesh, GORAKHPUR,Arhar/Tur,4966.0,168623.0,158943.0,0.9425938335814212
543,Uttar Pradesh, HAMIRPUR,Sesamum,34529.0,111294.0,61463.0,0.5522579833593905
544,Uttar Pradesh, HAMIRPUR,Urad,26934.0,111294.0,61463.0,0.5522579833593905
545,Uttar Pradesh, HARDOI,Rice,130217.0,272468.0,171268.0,0.628580236945256
546,Uttar Pradesh, HARDOI,Maize,41051.0,272468.0,171268.0,0.628580236945256
547,Uttar Pradesh, HATHRAS,Bajra,45450.0,71531.0,62608.0,0.8752568816317401
548,Uttar Pradesh, HATHRAS,Rice,17158.0,71531.0,62608.0,0.8752568816317401
549,Uttar Pradesh, JALAUN,Sesamum,49714.0,91914.0,65397.0,0.7115020562699915
550,Uttar Pradesh, JALAUN,Bajra,15683.0,91914.0,65397.0,0.7115020562699915
551,Uttar Pradesh, JAUNPUR,Rice,139885.0,217519.0,183068.0,0.8416184333322606
552,Uttar Pradesh, JAUNPUR,Maize,43183.0,217519.0,183068.0,0.8416184333322606
553,Uttar Pradesh, JHANSI,Sesamum,76589.0,144655.0,110212.0,0.7618955445715668
554,Uttar Pradesh, JHANSI,Urad,33623.0,144655.0,110212.0,0.7618955445715668
555,Uttar Pradesh, KANNAUJ,Maize,37712.0,63551.0,53100.0,0.8355494012682727
556,Uttar Pradesh, KANNAUJ,Rice,15388.0,63551.0,53100.0,0.8355494012682727
557,Uttar Pradesh, KANPUR DEHAT,Rice,43449.0,105937.0,61155.0,0.5772770608946827
558,Uttar Pradesh, KANPUR DEHAT,Bajra,17706.0,105937.0,61155.0,0.5772770608946827
559,Uttar Pradesh, KANPUR NAGAR,Rice,31353.0,84581.0,51487.0,0.6087300930469017
560,Uttar Pradesh, KANPUR NAGAR,Maize,20134.0,84581.0,51487.0,0.6087300930469017
561,Uttar Pradesh, KASGANJ,Bajra,35149.0,95123.0,62826.0,0.6604711794203295
562,Uttar Pradesh, KASGANJ,Maize,27677.0,95123.0,62826.0,0.6604711794203295
563,Uttar Pradesh, KAUSHAMBI,Rice,40103.0,76253.0,51764.0,0.6788454224751813
564,Uttar Pradesh, KAUSHAMBI,Bajra,11661.0,76253.0,51764.0,0.6788454224751813
565,Uttar Pradesh, KHERI,Sugarcane,232123.0,440402.0,413799.0,0.9395938256411188
566,Uttar Pradesh, KHERI,Rice,181676.0,440402.0,413799.0,0.9395938256411188
567,Uttar Pradesh, KUSHI NAGAR,Rice,125415.0,202597.0,198558.0,0.980063870639743
568,Uttar Pradesh, KUSHI NAGAR,Sugarcane,73143.0,202597.0,198558.0,0.980063870639743
569,Uttar Pradesh, LALITPUR,Urad,157281.0,241621.0,195547.0,0.8093129322368503
570,Uttar Pradesh, LALITPUR,Maize,38266.0,241621.0,195547.0,0.8093129322368503
571,Uttar Pradesh, LUCKNOW,Rice,48833.0,61791.0,55065.0,0.891149196484925
572,Uttar Pradesh, LUCKNOW,Urad,6232.0,61791.0,55065.0,0.891149196484925
573,Uttar Pradesh, MAHARAJGANJ,Rice,167451.0,187748.0,186083.0,0.9911317297654303
574,Uttar Pradesh, MAHARAJGANJ,Sugarcane,18632.0,187748.0,186083.0,0.9911317297654303
575,Uttar Pradesh, MAHOBA,Urad,47995.0,99339.0,74750.0,0.752473852162796
576,Uttar Pradesh, MAHOBA,Sesamum,26755.0,99339.0,74750.0,0.752473852162796
577,Uttar Pradesh, MAINPURI,Rice,49602.0,106852.0,82423.0,0.7713753603114588
578,Uttar Pradesh, MAINPURI,Maize,32821.0,106852.0,82423.0,0.7713753603114588
579,Uttar Pradesh, MATHURA,Rice,47142.0,98804.0,89862.0,0.9094975911906401
580,Uttar Pradesh, MATHURA,Bajra,42720.0,98804.0,89862.0,0.9094975911906401
581,Uttar Pradesh, MAU,Rice,84040.0,94466.0,90913.0,0.9623885842525353
582,Uttar Pradesh, MAU,Sugarcane,6873.0,94466.0,90913.0,0.9623885842525353
583,Uttar Pradesh, MEERUT,Sugarcane,129711.0,149592.0,147316.0,0.9847852826354351
584,Uttar Pradesh, MEERUT,Rice,17605.0,149592.0,147316.0,0.9847852826354351
585,Uttar Pradesh, MIRZAPUR,Rice,64224.0,99212.0,77287.0,0.7790085876708462
586,Uttar Pradesh, MIRZAPUR,Arhar/Tur,13063.0,99212.0,77287.0,0.7790085876708462
587,Uttar Pradesh, MORADABAD,Rice,125006.0,257570.0,196312.0,0.7621695073183988
588,Uttar Pradesh, MORADABAD,Sugarcane,71306.0,257570.0,196312.0,0.7621695073183988
589,Uttar Pradesh, MUZAFFARNAGAR,Sugarcane,231873.0,270454.0,269001.0,0.9946275521900212
590,Uttar Pradesh, MUZAFFARNAGAR,Rice,37128.0,270454.0,269001.0,0.9946275521900212
591,Uttar Pradesh, PILIBHIT,Rice,149172.0,206968.0,205355.0,0.9922065246801438
592,Uttar Pradesh, PILIBHIT,Sugarcane,56183.0,206968.0,205355.0,0.9922065246801438
593,Uttar Pradesh, PRATAPGARH,Rice,96664.0,124976.0,107523.0,0.8603491870439124
594,Uttar Pradesh, PRATAPGARH,Bajra,10859.0,124976.0,107523.0,0.8603491870439124
595,Uttar Pradesh, RAE BARELI,Rice,80776.0,113611.0,91412.0,0.8046051878779343
596,Uttar Pradesh, RAE BARELI,Urad,10636.0,113611.0,91412.0,0.8046051878779343
597,Uttar Pradesh, RAMPUR,Rice,140906.0,170895.0,165549.0,0.968717633634688
598,Uttar Pradesh, RAMPUR,Sugarcane,24643.0,170895.0,165549.0,0.968717633634688
599,Uttar Pradesh, SAHARANPUR,Sugarcane,142703.0,209055.0,197533.0,0.9448853172610079
600,Uttar Pradesh, SAHARANPUR,Rice,54830.0,209055.0,197533.0,0.9448853172610079
601,Uttar Pradesh, SANT KABEER NAGAR,Rice,90035.0,99725.0,93912.0,0.941709701679619
602,Uttar Pradesh, SANT KABEER NAGAR,Sugarcane,3877.0,99725.0,93912.0,0.941709701679619
603,Uttar Pradesh, SANT RAVIDAS NAGAR,Rice,22116.0,39328.0,31513.0,0.8012866151342555
604,Uttar Pradesh, SANT RAVIDAS NAGAR,Bajra,9397.0,39328.0,31513.0,0.8012866151342555
605,Uttar Pradesh, SHAHJAHANPUR,Rice,211075.0,284996.0,256654.0,0.9005529902174065
606,Uttar Pradesh, SHAHJAHANPUR,Sugarcane,45579.0,284996.0,256654.0,0.9005529902174065
607,Uttar Pradesh, SHRAVASTI,Rice,71137.0,97965.0,87277.0,0.8908998111570459
608,Uttar Pradesh, SHRAVASTI,Maize,16140.0,97965.0,87277.0,0.8908998111570459
609,Uttar Pradesh, SIDDHARTH NAGAR,Rice,175157.0,180339.0,177500.0,0.9842574262915953
610,Uttar Pradesh, SIDDHARTH NAGAR,Sugarcane,2343.0,180339.0,177500.0,0.9842574262915953
611,Uttar Pradesh, SITAPUR,Rice,156947.0,322315.0,277214.0,0.8600716690194375
612,Uttar Pradesh, SITAPUR,Sugarcane,120267.0,322315.0,277214.0,0.8600716690194375
613,Uttar Pradesh, SONBHADRA,Rice,27442.0,69035.0,40797.0,0.5909611066850149
614,Uttar Pradesh, SONBHADRA,Maize,13355.0,69035.0,40797.0,0.5909611066850149
615,Uttar Pradesh, SULTANPUR,Rice,90048.0,122433.0,100188.0,0.8183087892970032
616,Uttar Pradesh, SULTANPUR,Sugarcane,10140.0,122433.0,100188.0,0.8183087892970032
617,Uttar Pradesh, UNNAO,Rice,81000.0,163040.0,109135.0,0.669375613346418
618,Uttar Pradesh, UNNAO,Maize,28135.0,163040.0,109135.0,0.669375613346418
619,Uttar Pradesh, VARANASI,Rice,42021.0,64753.0,47647.0,0.7358269114944481
620,Uttar Pradesh, VARANASI,Bajra,5626.0,64753.0,47647.0,0.7358269114944481
